"InspectionLot","NodeNo","ProductDescription","CharacteristicCode","CharacteristicDesc","CreatedBy","CreatedOn","Valuation","Inspector","StartDate","StartTime","EndDate","EndTime","Qualitative","Quantative","MinValue","MaxValue","Plant","Batch","NotificationID","DeviationValue","DefectCreatedDate","ItemText","ResolutionCreatedDate","TaskText","Above/Below_Target","TaskCharacteristic","Increase/Decrease","CorrectionValue","Characteristic","Duration_min","has_capa"
"40000003004","1","Atorvastatin Tablets (20 MG)","70","Dissolution Rate - 40 Mins","MK198234","2025-03-03","A","MK198234","2025-03-03","01:05:42","2025-03-03","01:46:42","","83.39","80.0","90.0","1020","5004","","-1.6099999999999994","","","","","","","","","Dissolution Rate - 40 Mins","41.0","0"
"40000003004","1","Atorvastatin Tablets (20 MG)","80","Process Temp","MK198234","2025-03-03","A","MK198234","2025-03-03","01:05:42","2025-03-03","01:25:42","","24.7","23.0","25.0","1020","5004","","0.6999999999999993","","","","","","","","","Process Temp","20.0","0"
"40000003005","1","Paracetamol Tablets (500 MG)","10","Potency","RB203817","2025-03-03","A","RB203817","2025-03-04","13:36:30","2025-03-04","14:22:30","","99.42","95.0","105.0","1020","5005","","-0.5799999999999983","","","","","","","","","Potency","46.0","0"
"40000003005","1","Paracetamol Tablets (500 MG)","20","PH Level","RB203817","2025-03-03","A","RB203817","2025-03-04","13:36:30","2025-03-04","14:09:30","","6.46","4.0","7.0","1020","5005","","0.96","","","","","","","","","PH Level","33.0","0"
"40000003005","1","Paracetamol Tablets (500 MG)","30","Appearance","RB203817","2025-03-03","R","RB203817","2025-03-04","13:36:30","2025-03-04","14:27:30","Does Not Comply","","","","1020","5005","200001002.0","","2025-03-04","Visual inspection failed","2025-03-06","Reject batch and investigate coating process","failed","coating","Reject","","Appearance","51.0","1"
"40000003005","1","Paracetamol Tablets (500 MG)","40","Impurities","RB203817","2025-03-03","A","RB203817","2025-03-04","13:36:30","2025-03-04","14:13:30","","1.04","0.0","2.0","1020","5005","","0.040000000000000036","","","","","","","","","Impurities","37.0","0"
"40000003005","1","Paracetamol Tablets (500 MG)","50","Dissolution Rate - 15 Mins","RB203817","2025-03-03","A","RB203817","2025-03-04","13:36:30","2025-03-04","14:05:30","","42.49","40.0","60.0","1020","5005","","-7.509999999999998","","","","","","","","","Dissolution Rate - 15 Mins","29.0","0"
"40000003005","1","Paracetamol Tablets (500 MG)","60","Dissolution Rate - 30 Mins","RB203817","2025-03-03","A","RB203817","2025-03-04","13:36:30","2025-03-04","14:12:30","","80.62","70.0","85.0","1020","5005","","3.1200000000000045","","","","","","","","","Dissolution Rate - 30 Mins","36.0","0"
"40000003005","1","Paracetamol Tablets (500 MG)","70","Dissolution Rate - 40 Mins","RB203817","2025-03-03","A","RB203817","2025-03-04","13:36:30","2025-03-04","14:29:30","","87.12","80.0","90.0","1020","5005","","2.1200000000000045","","","","","","","","","Dissolution Rate - 40 Mins","53.0","0"
"40000003005","1","Paracetamol Tablets (500 MG)","80","Process Temp","RB203817","2025-03-03","A","RB203817","2025-03-04","13:36:30","2025-03-04","14:31:30","","25.42","23.0","28.0","1020","5005","","-0.0799999999999983","","","","","","","","","Process Temp","55.0","0"
"40000003006","1","Metformin Tablets (850 MG)","10","Potency","RB203817","2025-03-04","A","RB203817","2025-03-04","16:51:30","2025-03-04","17:26:30","","97.34","95.0","105.0","1020","5006","","-2.6599999999999966","","","","","","","","","Potency","35.0","0"
"40000003006","1","Metformin Tablets (850 MG)","20","PH Level","RB203817","2025-03-04","A","RB203817","2025-03-04","16:51:30","2025-03-04","17:47:30","","8.7","6.0","9.5","1020","5006","","0.9499999999999993","","","","","","","","","PH Level","56.0","0"
"40000003006","1","Metformin Tablets (850 MG)","30","Appearance","RB203817","2025-03-04","A","RB203817","2025-03-04","16:51:30","2025-03-04","17:41:30","Complies","","","","1020","5006","","","","","","","","","","","Appearance","50.0","0"
"40000003006","1","Metformin Tablets (850 MG)","40","Impurities","RB203817","2025-03-04","A","RB203817","2025-03-04","16:51:30","2025-03-04","17:11:30","","0.0","0.0","2.0","1020","5006","","-1.0","","","","","","","","","Impurities","20.0","0"
"40000003006","1","Metformin Tablets (850 MG)","50","Dissolution Rate - 15 Mins","RB203817","2025-03-04","A","RB203817","2025-03-04","16:51:30","2025-03-04","17:48:30","","40.97","40.0","60.0","1020","5006","200001003.0","69.67","2025-03-04","Dissolution slightly below target","2025-03-06","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 15 Mins","57.0","1"
"40000003006","1","Metformin Tablets (850 MG)","60","Dissolution Rate - 30 Mins","RB203817","2025-03-04","R","RB203817","2025-03-04","16:51:30","2025-03-04","17:51:30","","69.67","70.0","85.0","1020","5006","200001003.0","69.67","2025-03-04","Dissolution slightly below target","2025-03-06","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 30 Mins","60.0","1"
"40000003006","1","Metformin Tablets (850 MG)","70","Dissolution Rate - 40 Mins","RB203817","2025-03-04","A","RB203817","2025-03-04","16:51:30","2025-03-04","17:24:30","","86.71","80.0","90.0","1020","5006","200001003.0","69.67","2025-03-04","Dissolution slightly below target","2025-03-06","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 40 Mins","33.0","1"
"40000003006","1","Metformin Tablets (850 MG)","80","Process Temp","RB203817","2025-03-04","A","RB203817","2025-03-04","16:51:30","2025-03-04","17:33:30","","24.61","23.0","28.0","1020","5006","","-0.8900000000000006","","","","","","","","","Process Temp","42.0","0"
"40000003007","1","Paracetamol Tablets (500 MG)","10","Potency","HN502917","2025-03-05","A","HN502917","2025-03-06","20:32:27","2025-03-06","20:53:27","","100.06","95.0","105.0","1020","5007","","0.060000000000002274","","","","","","","","","Potency","21.0","0"
"40000003007","1","Paracetamol Tablets (500 MG)","20","PH Level","HN502917","2025-03-05","A","HN502917","2025-03-06","20:32:27","2025-03-06","21:11:27","","5.89","4.0","7.0","1020","5007","","0.3899999999999997","","","","","","","","","PH Level","39.0","0"
"40000003007","1","Paracetamol Tablets (500 MG)","30","Appearance","HN502917","2025-03-05","A","HN502917","2025-03-06","20:32:27","2025-03-06","21:00:27","Complies","","","","1020","5007","","","","","","","","","","","Appearance","28.0","0"
"40000003007","1","Paracetamol Tablets (500 MG)","40","Impurities","HN502917","2025-03-05","A","HN502917","2025-03-06","20:32:27","2025-03-06","21:27:27","","0.52","0.0","2.0","1020","5007","","-0.48","","","","","","","","","Impurities","55.0","0"
"40000003007","1","Paracetamol Tablets (500 MG)","50","Dissolution Rate - 15 Mins","HN502917","2025-03-05","A","HN502917","2025-03-06","20:32:27","2025-03-06","21:07:27","","43.83","40.0","60.0","1020","5007","","-6.170000000000002","","","","","","","","","Dissolution Rate - 15 Mins","35.0","0"
"40000003007","1","Paracetamol Tablets (500 MG)","60","Dissolution Rate - 30 Mins","HN502917","2025-03-05","A","HN502917","2025-03-06","20:32:27","2025-03-06","21:18:27","","83.54","70.0","85.0","1020","5007","","6.040000000000006","","","","","","","","","Dissolution Rate - 30 Mins","46.0","0"
"40000003007","1","Paracetamol Tablets (500 MG)","70","Dissolution Rate - 40 Mins","HN502917","2025-03-05","A","HN502917","2025-03-06","20:32:27","2025-03-06","21:01:27","","84.9","80.0","90.0","1020","5007","","-0.09999999999999432","","","","","","","","","Dissolution Rate - 40 Mins","29.0","0"
"40000003007","1","Paracetamol Tablets (500 MG)","80","Process Temp","HN502917","2025-03-05","A","HN502917","2025-03-06","20:32:27","2025-03-06","21:07:27","","25.2","23.0","28.0","1020","5007","","-0.3000000000000007","","","","","","","","","Process Temp","35.0","0"
"40000003008","1","Atorvastatin Tablets (20 MG)","10","Potency","RB203817","2025-03-05","R","RB203817","2025-03-05","16:02:54","2025-03-05","16:28:54","","105.3","95.0","105.0","1020","5008","200001004.0","105.3","2025-03-05","Potency slightly below target","2025-03-07","Increase concentration by 0.5%","slightly below target","concentration","Increase","0.5","Potency","26.0","1"
"40000003008","1","Atorvastatin Tablets (20 MG)","20","PH Level","RB203817","2025-03-05","A","RB203817","2025-03-05","16:02:54","2025-03-05","16:22:54","","5.21","5.0","8.0","1020","5008","","-1.29","","","","","","","","","PH Level","20.0","0"
"40000003008","1","Atorvastatin Tablets (20 MG)","30","Appearance","RB203817","2025-03-05","A","RB203817","2025-03-05","16:02:54","2025-03-05","16:25:54","Complies","","","","1020","5008","","","","","","","","","","","Appearance","23.0","0"
"40000003008","1","Atorvastatin Tablets (20 MG)","40","Impurities","RB203817","2025-03-05","R","RB203817","2025-03-05","16:02:54","2025-03-05","16:38:54","","1.84","0.0","1.0","1020","5008","","1.34","","","","","","","","","Impurities","36.0","0"
"40000003008","1","Atorvastatin Tablets (20 MG)","50","Dissolution Rate - 15 Mins","RB203817","2025-03-05","A","RB203817","2025-03-05","16:02:54","2025-03-05","17:00:54","","52.16","40.0","60.0","1020","5008","","2.1599999999999966","","","","","","","","","Dissolution Rate - 15 Mins","58.0","0"
"40000003008","1","Atorvastatin Tablets (20 MG)","60","Dissolution Rate - 30 Mins","RB203817","2025-03-05","A","RB203817","2025-03-05","16:02:54","2025-03-05","16:27:54","","77.63","70.0","85.0","1020","5008","","0.12999999999999545","","","","","","","","","Dissolution Rate - 30 Mins","25.0","0"
"40000003008","1","Atorvastatin Tablets (20 MG)","70","Dissolution Rate - 40 Mins","RB203817","2025-03-05","A","RB203817","2025-03-05","16:02:54","2025-03-05","16:33:54","","83.4","80.0","90.0","1020","5008","","-1.5999999999999943","","","","","","","","","Dissolution Rate - 40 Mins","31.0","0"
"40000003008","1","Atorvastatin Tablets (20 MG)","80","Process Temp","RB203817","2025-03-05","A","RB203817","2025-03-05","16:02:54","2025-03-05","16:32:54","","23.14","23.0","25.0","1020","5008","","-0.8599999999999994","","","","","","","","","Process Temp","30.0","0"
"40000003009","1","Atorvastatin Tablets (20 MG)","10","Potency","AV607193","2025-03-06","A","AV607193","2025-03-07","08:10:21","2025-03-07","08:55:21","","99.31","95.0","105.0","1020","5009","","-0.6899999999999977","","","","","","","","","Potency","45.0","0"
"40000003009","1","Atorvastatin Tablets (20 MG)","20","PH Level","AV607193","2025-03-06","A","AV607193","2025-03-07","08:10:21","2025-03-07","09:04:21","","7.26","5.0","8.0","1020","5009","","0.7599999999999998","","","","","","","","","PH Level","54.0","0"
"40000003009","1","Atorvastatin Tablets (20 MG)","30","Appearance","AV607193","2025-03-06","A","AV607193","2025-03-07","08:10:21","2025-03-07","08:53:21","Complies","","","","1020","5009","","","","","","","","","","","Appearance","43.0","0"
"40000003009","1","Atorvastatin Tablets (20 MG)","40","Impurities","AV607193","2025-03-06","A","AV607193","2025-03-07","08:10:21","2025-03-07","09:04:21","","0.48","0.0","1.0","1020","5009","","-0.020000000000000018","","","","","","","","","Impurities","54.0","0"
"40000003009","1","Atorvastatin Tablets (20 MG)","50","Dissolution Rate - 15 Mins","AV607193","2025-03-06","A","AV607193","2025-03-07","08:10:21","2025-03-07","08:38:21","","50.89","40.0","60.0","1020","5009","200001005.0","79.72","2025-03-07","Dissolution slightly below target","2025-03-09","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 15 Mins","28.0","1"
"40000003009","1","Atorvastatin Tablets (20 MG)","60","Dissolution Rate - 30 Mins","AV607193","2025-03-06","A","AV607193","2025-03-07","08:10:21","2025-03-07","08:53:21","","81.36","70.0","85.0","1020","5009","200001005.0","79.72","2025-03-07","Dissolution slightly below target","2025-03-09","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 30 Mins","43.0","1"
"40000003009","1","Atorvastatin Tablets (20 MG)","70","Dissolution Rate - 40 Mins","AV607193","2025-03-06","R","AV607193","2025-03-07","08:10:21","2025-03-07","08:44:21","","79.72","80.0","90.0","1020","5009","200001005.0","79.72","2025-03-07","Dissolution slightly below target","2025-03-09","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 40 Mins","34.0","1"
"40000003009","1","Atorvastatin Tablets (20 MG)","80","Process Temp","AV607193","2025-03-06","R","AV607193","2025-03-07","08:10:21","2025-03-07","08:48:21","","25.3","23.0","25.0","1020","5009","200001005.0","25.3","2025-03-07","Process temp slightly below target","2025-03-10","Calibrate temperature control system","slightly below target","temperature","Adjust","","Process Temp","38.0","1"
"40000003010","1","Atorvastatin Tablets (20 MG)","10","Potency","HN502917","2025-03-07","A","HN502917","2025-03-07","18:49:21","2025-03-07","19:31:21","","102.99","95.0","105.0","1020","5010","","2.989999999999995","","","","","","","","","Potency","42.0","0"
"40000003010","1","Atorvastatin Tablets (20 MG)","20","PH Level","HN502917","2025-03-07","R","HN502917","2025-03-07","18:49:21","2025-03-07","19:22:21","","4.71","5.0","8.0","1020","5010","200001006.0","4.71","2025-03-07","pH outside acceptable range","2025-03-09","Adjust pH with buffer solution","outside acceptable range","pH","Adjust","","PH Level","33.0","1"
"40000003010","1","Atorvastatin Tablets (20 MG)","30","Appearance","HN502917","2025-03-07","A","HN502917","2025-03-07","18:49:21","2025-03-07","19:47:21","Complies","","","","1020","5010","","","","","","","","","","","Appearance","58.0","0"
"40000003010","1","Atorvastatin Tablets (20 MG)","40","Impurities","HN502917","2025-03-07","A","HN502917","2025-03-07","18:49:21","2025-03-07","19:48:21","","0.0","0.0","1.0","1020","5010","","-0.5","","","","","","","","","Impurities","59.0","0"
"40000003010","1","Atorvastatin Tablets (20 MG)","50","Dissolution Rate - 15 Mins","HN502917","2025-03-07","A","HN502917","2025-03-07","18:49:21","2025-03-07","19:33:21","","48.97","40.0","60.0","1020","5010","","-1.0300000000000011","","","","","","","","","Dissolution Rate - 15 Mins","44.0","0"
"40000003010","1","Atorvastatin Tablets (20 MG)","60","Dissolution Rate - 30 Mins","HN502917","2025-03-07","A","HN502917","2025-03-07","18:49:21","2025-03-07","19:11:21","","72.47","70.0","85.0","1020","5010","","-5.030000000000001","","","","","","","","","Dissolution Rate - 30 Mins","22.0","0"
"40000003010","1","Atorvastatin Tablets (20 MG)","70","Dissolution Rate - 40 Mins","HN502917","2025-03-07","A","HN502917","2025-03-07","18:49:21","2025-03-07","19:45:21","","85.9","80.0","90.0","1020","5010","","0.9000000000000057","","","","","","","","","Dissolution Rate - 40 Mins","56.0","0"
"40000003010","1","Atorvastatin Tablets (20 MG)","80","Process Temp","HN502917","2025-03-07","R","HN502917","2025-03-07","18:49:21","2025-03-07","19:11:21","","21.63","23.0","25.0","1020","5010","200001006.0","21.63","2025-03-07","Process temp slightly below target","2025-03-08","Calibrate temperature control system","slightly below target","temperature","Adjust","","Process Temp","22.0","1"
"40000003011","1","Metformin Tablets (850 MG)","10","Potency","MK198234","2025-03-08","A","MK198234","2025-03-08","11:14:25","2025-03-08","12:01:25","","102.23","95.0","105.0","1020","5011","","2.230000000000004","","","","","","","","","Potency","47.0","0"
"40000003011","1","Metformin Tablets (850 MG)","20","PH Level","MK198234","2025-03-08","A","MK198234","2025-03-08","11:14:25","2025-03-08","11:34:25","","8.94","6.0","9.5","1020","5011","","1.1899999999999995","","","","","","","","","PH Level","20.0","0"
"40000003011","1","Metformin Tablets (850 MG)","30","Appearance","MK198234","2025-03-08","A","MK198234","2025-03-08","11:14:25","2025-03-08","11:48:25","Complies","","","","1020","5011","","","","","","","","","","","Appearance","34.0","0"
"40000003011","1","Metformin Tablets (850 MG)","40","Impurities","MK198234","2025-03-08","A","MK198234","2025-03-08","11:14:25","2025-03-08","11:58:25","","0.36","0.0","2.0","1020","5011","","-0.64","","","","","","","","","Impurities","44.0","0"
"40000003011","1","Metformin Tablets (850 MG)","50","Dissolution Rate - 15 Mins","MK198234","2025-03-08","A","MK198234","2025-03-08","11:14:25","2025-03-08","11:40:25","","42.5","40.0","60.0","1020","5011","","-7.5","","","","","","","","","Dissolution Rate - 15 Mins","26.0","0"
"40000003011","1","Metformin Tablets (850 MG)","60","Dissolution Rate - 30 Mins","MK198234","2025-03-08","A","MK198234","2025-03-08","11:14:25","2025-03-08","11:51:25","","70.95","70.0","85.0","1020","5011","","-6.549999999999997","","","","","","","","","Dissolution Rate - 30 Mins","37.0","0"
"40000003011","1","Metformin Tablets (850 MG)","70","Dissolution Rate - 40 Mins","MK198234","2025-03-08","A","MK198234","2025-03-08","11:14:25","2025-03-08","11:45:25","","86.79","80.0","90.0","1020","5011","","1.7900000000000063","","","","","","","","","Dissolution Rate - 40 Mins","31.0","0"
"40000003011","1","Metformin Tablets (850 MG)","80","Process Temp","MK198234","2025-03-08","A","MK198234","2025-03-08","11:14:25","2025-03-08","12:11:25","","25.48","23.0","28.0","1020","5011","","-0.019999999999999574","","","","","","","","","Process Temp","57.0","0"
"40000003012","1","Amoxicillin Capsules (250 MG)","10","Potency","PD310428","2025-03-09","A","PD310428","2025-03-10","15:11:09","2025-03-10","15:48:09","","101.72","92.5","107.5","1020","5012","","1.7199999999999989","","","","","","","","","Potency","37.0","0"
"40000003012","1","Amoxicillin Capsules (250 MG)","20","PH Level","PD310428","2025-03-09","A","PD310428","2025-03-10","15:11:09","2025-03-10","15:41:09","","4.98","3.5","6.0","1020","5012","","0.23000000000000043","","","","","","","","","PH Level","30.0","0"
"40000003012","1","Amoxicillin Capsules (250 MG)","30","Appearance","PD310428","2025-03-09","A","PD310428","2025-03-10","15:11:09","2025-03-10","15:32:09","Complies","","","","1020","5012","","","","","","","","","","","Appearance","21.0","0"
"40000003012","1","Amoxicillin Capsules (250 MG)","40","Impurities","PD310428","2025-03-09","A","PD310428","2025-03-10","15:11:09","2025-03-10","16:00:09","","0.05","0.0","1.5","1020","5012","","-0.7","","","","","","","","","Impurities","49.0","0"
"40000003012","1","Amoxicillin Capsules (250 MG)","50","Dissolution Rate - 15 Mins","PD310428","2025-03-09","R","PD310428","2025-03-10","15:11:09","2025-03-10","15:37:09","","66.4","45.0","65.0","1020","5012","200001007.0","66.4","2025-03-10","Dissolution slightly below target","2025-03-11","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 15 Mins","26.0","1"
"40000003012","1","Amoxicillin Capsules (250 MG)","60","Dissolution Rate - 30 Mins","PD310428","2025-03-09","A","PD310428","2025-03-10","15:11:09","2025-03-10","16:01:09","","75.31","72.0","88.0","1020","5012","200001007.0","66.4","2025-03-10","Dissolution slightly below target","2025-03-11","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 30 Mins","50.0","1"
"40000003012","1","Amoxicillin Capsules (250 MG)","70","Dissolution Rate - 40 Mins","PD310428","2025-03-09","A","PD310428","2025-03-10","15:11:09","2025-03-10","15:37:09","","91.18","82.0","92.0","1020","5012","200001007.0","66.4","2025-03-10","Dissolution slightly below target","2025-03-11","Revise dissolution parameters","slightly below target","dissolution","Adjust","","Dissolution Rate - 40 Mins","26.0","1"
"40000003012","1","Amoxicillin Capsules (250 MG)","80","Process Temp","PD310428","2025-03-09","A","PD310428","2025-03-10","15:11:09","2025-03-10","15:50:09","","23.24","20.0","26.0","1020","5012","","0.23999999999999844","","","","","","","","","Process Temp","39.0","0"
"40000003013","1","Atorvastatin Tablets (20 MG)","10","Potency","MK198234","2025-03-09","A","MK198234","2025-03-09","00:08:29","2025-03-09","01:01:29","","98.69","95.0","105.0","1020","5013","","-1.3100000000000023","","","","","","","","","Potency","53.0","0"
